Firm Name,Year End,EoF for SCR (£m),Excess of assets over liabilities (£m) [= equity],GWP (£m),"Gross BEL (inc. TPs as whole, pre-TMTP) (£m)",Gross claims incurred (£m),Gross combined ratio,Gross expense ratio,NWP (£m) ,"Net BEL (inc. TPs as a whole, pre-TMTP) (£m)",Net combined ratio,Net expense ratio,Pure gross claims ratio,Pure net claims ratio,SCR (£m),SCR coverage ratio,Total assets (£m),Total liabilities (£m)
Firm 1,2018,,,,,,,,,,,,,,,,,
Firm 1,2019,,,,,,,,,,,,,,,,,
Firm 1,2020,,,,,,,,,,,,,,,,,
Firm 100,2016,8.532401988628886,97.44331933389226,12.567195955164566,1153.8069333110725,52.918338109029946,0.8583712513098076,0.3557231503479496,22.372518161377272,210.3116911639808,0.2561298548745322,0.24136159361138,0.3475369340832608,0.0092188109783163,34.14261841088189,2.2208274417430176,482.5686805292245,40.39251714447792
Firm 100,2017,24.312494388323284,144.28525371088128,31.029872268166887,34.0336241162197,468.97967115988337,0.4639853661445433,0.3744404989109746,16.45042009697727,58.30087147237719,0.0229740245690065,0.4457269362021786,1.865358080510807,0.1521047232437835,9.900710674147003,2.296812122616944,185.13002979701244,33.360368793825515
Firm 100,2018,78.64791733382513,132.55979517916202,46.98712573826516,424.2779388057578,71.43365971506023,0.1430058205466187,0.0432400900307829,5.194659279985771,145.87441452483446,0.3131636830557835,0.2957847369896866,1.0038163633461028,1.4266661651570274,43.04576695579188,0.8189945430309409,469.6715048439005,75.77735603904091
Firm 100,2019,17.05681180596184,236.2243337997264,4.316458136285042,45.9052271044627,61.10811903621283,1.3782775211966611,0.0392222445717294,49.257907784642285,318.407740309829,0.9216249805406996,0.3136466436772585,0.4249727732929073,0.0376797053634252,12.30244962228142,0.9063138023791818,406.0109179212507,11.924352199313937
Firm 100,2020,65.98095771847278,71.11477910564523,29.951860618250198,128.46632850373916,106.67979706034122,1.0139630099567138,0.2994157248102934,55.76564041962678,231.68014750227707,0.0424784057537738,0.3134122777015045,0.8386940508049526,0.2401282709623843,70.57782428547003,0.2050005707376356,9.14983492786752,134.55295259502475
Firm 101,2020,,,,,,,,,,,,,,,,,
Firm 102,2016,,,,-28.049284268893125,113.15086635883216,1.5062291732416837,0.2676145952286525,,-20.968667969907933,0.8327162830948567,0.4987917697954786,0.4760284310538878,0.1153146447201921,,,,
Firm 102,2017,3.751716619130753,11.726382020377716,,-4.608009061855764,494.8654640583808,0.8905653522381866,0.1231997972368474,,-6.586406440053245,0.6604348754673303,0.8882860030975483,0.267326217927573,0.474162003791353,0.6652722423493189,13.67302262761016,3.1723597364547884,0.0363368703401727
Firm 102,2018,,,,-16.43230497660585,201.42693939171255,1.3515576935350064,0.7743367778679732,,-8.073936403159841,1.2914292237711993,0.5939947578682738,0.7687781914056416,0.5340225167176227,,,,
Firm 102,2019,,,,-29.916760400927384,576.804241531979,1.1148258329555956,0.5204587096915324,,-8.858260833720419,1.3785936917783816,0.7101074849653111,0.7139144922254179,0.0553874884239769,,,,
Firm 102,2020,,,,23.18070188484828,137.97339925845503,0.8528656269451288,1.0852843003483703,,111.81561510548482,1.67752822402373,1.0793805960520206,0.0900843239877413,0.3427110807575075,,,,
Firm 103,2017,29.0497897001668,54.73310208621314,,,,,,,,,,,,1.631688222557971,11.532295726703367,69.85665235286555,15.36746270188272
Firm 103,2018,18.474242176739192,47.91644779877402,,,,,,,,,,,,1.1231713722787808,2.595550709217078,64.46983874086176,0.6099225836724589
Firm 103,2020,7.256786597032225,0.4683014856905357,,,,,,,,,,,,0.3750148171804262,10.240305871641516,29.484615338279703,2.29105829095239
Firm 104,2019,50.84454210715088,19.37044534677289,1852.2337645264097,,,,,1697.6196489579918,,,,,,12.813155253693097,4.737301136897496,1234.9639203948766,4106.211162751692
Firm 106,2016,155.7806047444565,0.6074199035443688,117.99910409377016,9.909707512571863,0.5802232149273302,,,127.6955036344142,0.8681491333482966,,,,,210.3776508456696,0.7147126950299492,4065.139372295407,3868.448379295589
Firm 106,2017,363.65455815587535,182.7254469965954,65.18850151295617,12.243563535082036,0.0443065938937701,,,174.04678525599527,1.1430738531942577,,,,,11.30004408235041,0.9292052547687902,116.58011396807066,3682.3635176289017
Firm 106,2018,14.714366293866286,260.2948513528063,265.45435164129054,12.16381153860491,0.0104293207223533,,,208.0105138235878,0.4869336770784589,,,,,234.5386285809506,1.5080106055336793,1836.9680921728304,1516.978945549884
Firm 106,2019,76.30481415497633,246.58388345592468,137.27754991954112,12.290618174171984,0.0058591178848365,,,73.75529196486264,1.0324770346960546,,,,,100.47504656443644,2.0695809291460985,2345.565669328856,3653.6069418724815
Firm 106,2020,,,,7.185743082920754,1.5797037213753768,,,,0.1947478533782262,,,,,,,,
Firm 108,2016,1.4821615363772782,7.162784190179812,,,,,,,,,,,,0.2658586698223057,1.9482024066530412,0.832712900471489,19.711187139573056
Firm 108,2017,15.553118238295998,2.5764843937742192,,3.3438588119828707,56.53180786973043,0.5723053456425479,0.313265117375779,,3.397966207156704,0.6461880661693538,0.018355957666881,0.4715954386395733,1.0550530500927635,1.4094192063269924,3.5964001608413385,12.44512167029533,15.96329650639843
Firm 108,2018,5.380604167496102,11.839095560322082,,0.878183676443165,58.44019881801609,0.9277533180160762,0.3898034316249912,,4.932729305724582,0.2426421171883577,0.236718517346937,1.2225032314158912,0.686906225370463,0.4550692645310387,8.984298971222312,7.270441696958369,9.765182991183496
Firm 108,2019,12.982776321015114,4.66064792116838,,2.3863034029834824,41.94202823326588,0.3388260189566096,0.0501316542489533,,3.3149043487510474,1.566351336286063,0.0439071307207235,0.3933908040399991,0.9932664713476876,1.0497901595125465,6.162488424855666,13.944030137028864,16.774427832155435
Firm 108,2020,7.901164090263524,1.8373709372952185,,2.1994389793326814,31.03410519456333,0.9824799886164752,0.2049506078004961,,4.413388434615474,0.0159032334941878,0.2640187773326842,0.2694819077632562,0.5744000323054909,0.926548993416102,10.50399900691498,30.00489806496859,10.11408706867763
Firm 109,2016,-130.31990696288466,-45.01501921715938,,6.782995684435256,14.049097064095408,0.2862250202250932,0.0608499817390691,,31.598956010166624,0.5244806629955004,0.4980250442655181,0.6612859178565459,0.6299388839400356,25.82207239877109,-1.1357172766447252,514.4364478306031,611.6870271969975
Firm 109,2017,-108.0066523448782,-17.121020521485466,,6.9436660172401,2.404187892670277,0.174160413976902,0.4374882162843437,,15.075147237087457,0.6833807467666576,0.6125348222517348,0.1939289419289859,0.0083970555059042,8.073924100316377,-0.9778045813785722,222.86652413960908,380.10105283369046
Firm 109,2018,-82.47872995308262,-51.17078481404979,,,,,,,,,,,,33.38429367920447,-0.1701288851456365,461.5893629326784,433.9909592728528
Firm 109,2019,-31.39525641128464,-62.224787728889005,,,,,,,,,,,,150.89840940719205,-1.1937096480360627,222.8141776940208,292.10567635756934
Firm 109,2020,-150.3124023710485,-118.10142865081237,,,,,,,,,,,,135.5773163322597,-0.7202929057414018,529.8815648973216,669.0476451558061
Firm 11,2016,,,,0.924388072298847,37.8343440805542,0.0224518132784728,0.4812420489564566,,282.91134679257084,0.3136974884090083,0.4533935147344358,0.5433051927718444,0.580423214419912,,,,
Firm 11,2017,,,,0.1008214378356795,8.314971665565619,2.0893637172081108,0.3342140262175597,,114.54962694129,1.6947615569547398,0.5400815198662973,0.3115603353364465,1.3410741508451585,,,,
Firm 11,2018,,,,76.6204127016476,14.13254497015688,1.3093098477971197,0.4878837031557172,,111.23863280015424,1.4304295427041285,0.0806581322516281,0.5794778507523132,0.618147810286602,,,,
Firm 11,2019,,,,76.92384967060693,62.05414137825499,0.2067025303633,0.0747801550874001,,160.15745416912745,0.1239142652631896,0.5294217250322621,0.3169502250527784,0.8463970833737314,,,,
Firm 11,2020,,,,60.95029321686767,116.1906857830228,0.9917390852835504,0.6060212843644446,,188.9541710978665,0.9083560704434884,0.6660890796553302,0.5999478846943714,0.0093161550026951,,,,
Firm 110,2016,75.03968399551829,37.515824229579366,0.7878791177433369,164.17415980622238,36.85594676463474,0.93131170526632,0.5719024090701476,-1.858551502228364,366.47979337166487,0.38157867919659,0.0475698184626342,0.514403575815673,0.5690349360007594,130.15519370470736,1.6257293554912964,3378.8865352862404,1341.5878666806748
Firm 110,2017,113.86057183068,71.47429105321818,6.805013302222136,798.4980620830278,979.8021179010798,1.7217459997901443,0.2961327437745399,-2.190734141358824,454.8178573309692,0.6447243814582773,0.5921851582226679,1.339594017197533,0.5586189010288402,65.14919080982467,0.5106208968062711,2383.8564221156403,2974.7406462197414
Firm 110,2018,,,,115.4658095476399,288.2675117395665,0.0594896071486397,0.1514687802036991,,422.7646666073318,0.8120593361375165,0.3674388055129189,0.9041653532351308,0.0096686229127406,,,,
Firm 110,2019,,,,1059.9694451075295,58.01338975510476,0.112312381694876,0.2133497876124982,,92.07393554848268,0.6971253572821318,0.659327707715714,0.709530889101214,1.291532500939727,,,,
Firm 110,2020,,,,1713.1558625506402,0.5282024770745817,0.0729437390778628,0.2438029091533638,,332.52950385762074,1.931319672824997,0.0256190740904608,0.9523725439897603,1.1057129234690375,,,,
Firm 111,2016,82.22497707869931,235.23672824869016,125.88847739008378,63.88341326081056,0.1889697827846527,,,4.7771603760353,1.8923129967527672,,,,,39.1635401603002,2.082426830950478,153.6172118472789,285.037849351865
Firm 111,2017,66.39697911286845,134.87064434526002,16.307172388342032,30.227306416441643,-2.2530893202478155,,,11.807483428110997,5.8238043882195125,,,,,49.15148307543466,3.5563151391246715,494.104573711755,134.55303129542588
Firm 111,2018,135.02551453218152,152.69262083107526,3.7881608157451887,18.378043950171097,-3.637826197152031,,,11.57421340324139,2.233474551849068,,,,,42.03683702046818,3.0885354442135284,404.6948886371086,276.92668987506323
Firm 111,2019,,,,26.59346489618465,-0.3912325893237938,,,,3.7008820747716777,,,,,,,,
Firm 111,2020,,,,51.7793810806001,0.7423766464313938,,,,6.412656765711652,,,,,,,,
Firm 113,2016,162.80030621214476,126.1639365104243,,-56.17979919044574,2.3379470536885214,1.0236434154448646,0.7202241701885239,,-57.365187304243456,0.7456078957291018,0.5153334795811403,0.0954390698070097,0.0622743893383017,105.00770156629844,0.467585916766098,67.38884716749577,167.46154210459918
Firm 113,2017,1.9984459351273336,210.42447610325385,116.69460572683973,-56.66131750892588,,0.2110440209171608,0.4496695191546109,197.68785077752304,-182.3818514470136,0.4713641538575209,0.4095538379691047,,,170.1103844833573,1.407742476897751,301.4764714475699,34.56952182648163
Firm 113,2018,16.33733911913316,175.70370395501237,91.76710069999096,,,,,200.1574642438359,,,,,,99.9158674670077,0.8692075110563198,0.5797401548516777,200.60728731085888
Firm 113,2019,64.60539072024895,177.86834094938223,237.42162305472849,,,,,155.1320658909893,,,,,,100.1582509313337,1.7184270851051624,470.8193740397681,355.10588342753016
Firm 113,2020,121.8930304968858,204.35537705062504,118.44520009107715,,,,,143.3250220266642,,,,,,187.6723398427652,1.181418027247044,66.62777671954753,392.86767408529465
Firm 114,2016,110.2806613402437,95.70578104009977,3.3292185444829423,2.552575513618611,24.286193142377744,1.0278205835385636,0.7185942192235598,2.8940335632422,3.965240770296951,1.014766899934066,0.7866839488527831,0.6776101369182033,0.2242882857317159,73.60934322650559,1.6935951635977295,2144.714609266185,4241.424514436033
Firm 114,2017,4.271265858578026,46.96170122999757,115.94380220294696,19.205910106363,3.0388000182122856,0.7043669923536846,0.0473431929794435,42.37636397495771,13.383504285369009,0.0825983196682968,0.1012846132004368,1.021475119425945,1.0338498782461352,4.539125365856539,2.6206611763880563,1021.1897197770556,1928.030326790034
Firm 114,2018,47.19386240559783,101.6285807089117,153.2212232744429,17.143651759490304,28.678435292707608,1.1025158523772594,0.6886467785319209,100.75987262004963,10.920721076209276,0.7357770224086245,0.7882899200556989,1.1177219213813403,0.3437044844074928,18.807029250251578,2.118785943957443,2358.096029445,4678.959721251545
Firm 114,2019,11.561825925198848,5.766206277896336,311.38831716636975,10.455153158026285,19.184680580318048,1.5524628858590372,0.6889412575839959,118.88046018668052,3.5851797681014763,0.1966928770669944,0.8838939160557262,0.4782119224784659,1.124843227031181,40.99717691550605,0.4917182869626784,631.0311885077161,3379.943558753665
Firm 114,2020,55.64100135591937,73.09174854385377,112.25405953325873,4.661790932845597,0.2432844068347166,1.736381733709823,0.4874105428893577,255.90675501454345,7.454796158232564,0.4968151591181288,0.8306757423773589,0.6580469903491544,0.4532071580374303,0.4999490326006974,2.046055297433873,3258.9788327057668,1659.915099336809
Firm 115,2016,53.12123020130052,94.20345328393748,153.90639445690957,68.08997262180321,22.96885312199396,0.6729388324843917,0.3118238105667354,105.00945901619136,93.5261451991429,1.2787579819090944,0.7446566150807797,0.6708893329824468,0.0960121134930453,49.13779251724827,2.800381866383557,83.82898832078426,78.45006228308492
Firm 115,2017,14.49130059360716,149.01807225908146,315.7015250127821,224.60623270853048,27.54869459056699,1.670947349815611,0.0052173265339453,349.19022272222486,222.6364441915677,0.8484536597646021,0.7201821301059433,0.0483024054970489,0.924743724563567,3.468615835184073,0.005623098557576,172.34923065158898,122.79837803090886
Firm 115,2018,7.014092300543255,160.70571674780768,364.9825478488516,93.45440752745552,179.71237333699088,1.6695666370094226,0.2767041052285075,397.3675573835767,43.893746402484965,1.4119927105345846,0.7004345719316806,0.6318926972009226,0.0063288252750915,20.23841011675678,1.7223090043873204,104.12162580761708,254.21036361634992
Firm 115,2019,18.982283377477103,73.2493433164686,60.03448313949895,104.31200615167398,156.04396903077327,1.7873899510716225,0.4521875312714502,167.1823360473975,212.52404789503697,0.9831679776705504,1.2397647476022873,0.9910203952573904,0.1956796429834158,61.7158797706374,1.5126809085976394,330.64943180853163,95.87419667032938
Firm 115,2020,4.3551185144023625,46.63715051506794,19.177493792379103,405.4513173768225,49.61727716916566,1.803980117170073,0.0552925123585012,326.27263058362774,19.47307032094748,0.0409424458048452,0.5116034527795075,0.1987260668447461,0.4583774350829415,102.66173030699964,4.413961191603967,431.0741560021339,167.14039110560128
Firm 116,2016,,,,130.74577001218245,134.6728917143169,1.7053737530338422,0.3473882562113307,,162.00464506303163,1.4323578189708877,0.6926774064316013,0.3598521046858015,1.0175289346149807,,,,
Firm 116,2017,,,,299.27759634939224,417.26309266735535,1.746454844056432,0.7568591231055254,,159.95077478445856,2.3513780255281285,0.1251399692461182,0.2979455041129497,0.4849679463095716,,,,
Firm 116,2018,,,,523.4251405634886,384.2445396002397,0.4970964638472702,0.4967162776037301,,370.0520558481265,0.1650461570012486,0.2213190377541463,0.8686026687787091,1.462670480108759,,,,
Firm 116,2019,,,,790.415465139762,134.66078557994769,1.855746873944765,0.0362120778123674,,690.1634321834879,0.0680966624981255,0.7869220209385582,0.3151895357870334,1.0592371243991738,,,,
Firm 116,2020,,,,1418.9097542277088,602.4970064981098,1.7783059436253137,0.592643902008399,,327.2945621947695,1.6572857331839292,0.0092203354908186,0.4933393962502289,0.4579566325926537,,,,
Firm 117,2016,2.5705090327675126,4.14919681362136,0.0031945613823915,,,,,0.0036552884770032,,,,,,1.3425754935594674,3.892330017406571,2.599441310287013,0.7210788122622096
